_phrase_,type,grammar_symbol,value
"('Maikellukese',)",tänav,TÄNAV,whatevs
"('Punaarmee',)",tänav,TÄNAV,whatevs
"('Malmivabriku',)",tänav,TÄNAV,whatevs
"('Jaapani',)",tänav,TÄNAV,whatevs
"('Maneesi',)",tänav,TÄNAV,whatevs
"('Maneshi',)",tänav,TÄNAV,whatevs
"('Maneschi',)",tänav,TÄNAV,whatevs
"('Marani',)",tänav,TÄNAV,whatevs
"('Martena',)",tänav,TÄNAV,whatevs
"('Vassili', 'Tšapajevi')",tänav,TÄNAV,whatevs
"('Tšapajevi',)",tänav,TÄNAV,whatevs
"('Konstantin', 'Zaslonovi')",tänav,TÄNAV,whatevs
"('Zaslonovi',)",tänav,TÄNAV,whatevs
"('Pavel', 'Potapovi')",tänav,TÄNAV,whatevs
"('Potapovi',)",tänav,TÄNAV,whatevs
"('Kopika',)",tänav,TÄNAV,whatevs
"('Ravi',)",tänav,TÄNAV,whatevs
"('Matussaare',)",tänav,TÄNAV,whatevs
"('Mehhaanika',)",tänav,TÄNAV,whatevs
"('Merikalda',)",tänav,TÄNAV,whatevs
"('Meremetsa',)",tänav,TÄNAV,whatevs
"('Sergejevi',)",tänav,TÄNAV,whatevs
"('Poola',)",tänav,TÄNAV,whatevs
"('Võitluse',)",tänav,TÄNAV,whatevs
"('Metsalossi',)",tänav,TÄNAV,whatevs
"('Waldschlösseni',)",tänav,TÄNAV,whatevs
"('Aleksandrovi',)",tänav,TÄNAV,whatevs
"('Zemljanitšnaja',)",tänav,TÄNAV,whatevs
"('Keila',)",tänav,TÄNAV,whatevs
"('Ametiühingu',)",tänav,TÄNAV,whatevs
"('Võllaste',)",tänav,TÄNAV,whatevs
"('Glindi',)",tänav,TÄNAV,whatevs
"('Märga',)",tänav,TÄNAV,whatevs
"('Vostotšnaja',)",tänav,TÄNAV,whatevs
"('Manni',)",tänav,TÄNAV,whatevs
"('Zagorodnaja',)",tänav,TÄNAV,whatevs
"('Mundi',)",tänav,TÄNAV,whatevs
"('Mundti',)",tänav,TÄNAV,whatevs
"('Nairi',)",tänav,TÄNAV,whatevs
"('Adolf', 'Hitleri')",tänav,TÄNAV,whatevs
"('Hitleri',)",tänav,TÄNAV,whatevs
"('Peeterburi',)",tänav,TÄNAV,whatevs
"('Petrogradi',)",tänav,TÄNAV,whatevs
"('Narova',)",tänav,TÄNAV,whatevs
"('Pedrogradi',)",tänav,TÄNAV,whatevs
"('Pedrograadi',)",tänav,TÄNAV,whatevs
"('Plevna',)",tänav,TÄNAV,whatevs
"('Neiude',)",tänav,TÄNAV,whatevs
"('Helgi',)",tänav,TÄNAV,whatevs
"('Niidupargi',)",tänav,TÄNAV,whatevs
"('Vilmsi',)",tänav,TÄNAV,whatevs
"('Nigri',)",tänav,TÄNAV,whatevs
"('Hutorskaja',)",tänav,TÄNAV,whatevs
"('Rodionovi',)",tänav,TÄNAV,whatevs
"('Generalovi',)",tänav,TÄNAV,whatevs
"('Auto',)",tänav,TÄNAV,whatevs
"('Nunna',)",tänav,TÄNAV,whatevs
"('Töölise',)",tänav,TÄNAV,whatevs
"('Alendri',)",tänav,TÄNAV,whatevs
"('Robert', 'Pakkeri')",tänav,TÄNAV,whatevs
"('Pakkeri',)",tänav,TÄNAV,whatevs
"('Mihhail', 'Pasternaki')",tänav,TÄNAV,whatevs
"('Pasternaki',)",tänav,TÄNAV,whatevs
"('Mulgi',)",tänav,TÄNAV,whatevs
"('Väike-Niine',)",tänav,TÄNAV,whatevs
"('Polaari',)",tänav,TÄNAV,whatevs
"('Jeruusalemma',)",tänav,TÄNAV,whatevs
"('Jerusalema',)",tänav,TÄNAV,whatevs
"('Alma', 'Tiivase')",tänav,TÄNAV,whatevs
"('Tiivase',)",tänav,TÄNAV,whatevs
"('Kase',)",tänav,TÄNAV,whatevs
"('Haamri',)",tänav,TÄNAV,whatevs
"('Sovetskaja',)",tänav,TÄNAV,whatevs
"('Neeva',)",tänav,TÄNAV,whatevs
"('P?', 'Tarassovi')",tänav,TÄNAV,whatevs
"('Tarassovi',)",tänav,TÄNAV,whatevs
"('2.', 'Gribnaja')",tänav,TÄNAV,whatevs
"('Ohtu',)",tänav,TÄNAV,whatevs
"('Konna',)",tänav,TÄNAV,whatevs
"('Köstrimäe',)",tänav,TÄNAV,whatevs
"('Klaasingi',)",tänav,TÄNAV,whatevs
"('Klasingi',)",tänav,TÄNAV,whatevs
"('Kindral', 'Fedjuninski')",tänav,TÄNAV,whatevs
"('Fedjuninski',)",tänav,TÄNAV,whatevs
"('Ivan', 'Fedjuninski')",tänav,TÄNAV,whatevs
"('Paggari',)",tänav,TÄNAV,whatevs
"('Puraküla',)",tänav,TÄNAV,whatevs
"('Weidendam(mi)',)",tänav,TÄNAV,whatevs
"('Ballasti',)",tänav,TÄNAV,whatevs
"('3.', 'Gribnaja')",tänav,TÄNAV,whatevs
"('Pimeaja',)",tänav,TÄNAV,whatevs
"('Pirita',)",tänav,TÄNAV,whatevs
"('Kolmas',)",tänav,TÄNAV,whatevs
"('Tretja',)",tänav,TÄNAV,whatevs
"('Neljas',)",tänav,TÄNAV,whatevs
"('Tšetvjortaja',)",tänav,TÄNAV,whatevs
"('Tsetvertaja',)",tänav,TÄNAV,whatevs
"('Poodi',)",tänav,TÄNAV,whatevs
"('Venepoodi',)",tänav,TÄNAV,whatevs
"('Rügemendi',)",tänav,TÄNAV,whatevs
"('Rügementi',)",tänav,TÄNAV,whatevs
"('Riigemendi',)",tänav,TÄNAV,whatevs
"('Berjozovaja',)",tänav,TÄNAV,whatevs
"('Aleksander', 'Leineri')",tänav,TÄNAV,whatevs
"('August', 'Rulli')",tänav,TÄNAV,whatevs
"('Potisepa',)",tänav,TÄNAV,whatevs
"('Gontšari',)",tänav,TÄNAV,whatevs
"('Surnud', 'Venelase')",tänav,TÄNAV,whatevs
"('Venelase',)",tänav,TÄNAV,whatevs
"('Antoniuse',)",tänav,TÄNAV,whatevs
"('Põllumehe',)",tänav,TÄNAV,whatevs
"('Johann', 'Bebrise')",tänav,TÄNAV,whatevs
"('Bebrise',)",tänav,TÄNAV,whatevs
"('Põrsaku',)",tänav,TÄNAV,whatevs
"('Netebergi',)",tänav,TÄNAV,whatevs
"('Béla', 'Kuni')",tänav,TÄNAV,whatevs
"('Kuni',)",tänav,TÄNAV,whatevs
"('Pandi',)",tänav,TÄNAV,whatevs
"('Šahhovskoi',)",tänav,TÄNAV,whatevs
"('Schahhovskoi',)",tänav,TÄNAV,whatevs
"('Krantsi',)",tänav,TÄNAV,whatevs
"('21.', 'Juuli')",tänav,TÄNAV,whatevs
"('Landrati',)",tänav,TÄNAV,whatevs
"('Landradi',)",tänav,TÄNAV,whatevs
"('Suur-Pääsukese',)",tänav,TÄNAV,whatevs
"('Püha-Vaimu',)",tänav,TÄNAV,whatevs
"('Iskra',)",tänav,TÄNAV,whatevs
"('Heliste',)",tänav,TÄNAV,whatevs
"('Helliste',)",tänav,TÄNAV,whatevs
"('Johannes', 'Vares-Barbaruse')",tänav,TÄNAV,whatevs
"('Vares-Barbaruse',)",tänav,TÄNAV,whatevs
"('Johannes', 'Barbaruse')",tänav,TÄNAV,whatevs
"('Barbaruse',)",tänav,TÄNAV,whatevs
"('Püssi-rohu',)",tänav,TÄNAV,whatevs
"('Raekoea',)",tänav,TÄNAV,whatevs
"('Friedrich', 'Engelsi')",tänav,TÄNAV,whatevs
"('Engelsi',)",tänav,TÄNAV,whatevs
"('Väike-Raevalla',)",tänav,TÄNAV,whatevs
"('Väike-Kulikovi',)",tänav,TÄNAV,whatevs
"('Kollektivnaja',)",tänav,TÄNAV,whatevs
"('Hiiu-Rahu',)",tänav,TÄNAV,whatevs
"('Grimmi',)",tänav,TÄNAV,whatevs
"('Rahvakohtu',)",tänav,TÄNAV,whatevs
"('Pansioni',)",tänav,TÄNAV,whatevs
"('Ristnoka',)",tänav,TÄNAV,whatevs
"('Ivanovi',)",tänav,TÄNAV,whatevs
"('Härrade',)",tänav,TÄNAV,whatevs
"('Herrade',)",tänav,TÄNAV,whatevs
"('Herraste',)",tänav,TÄNAV,whatevs
"('Naumanni',)",tänav,TÄNAV,whatevs
"('Naberežnaja',)",tänav,TÄNAV,whatevs
"('Beregovaja',)",tänav,TÄNAV,whatevs
"('Linde',)",tänav,TÄNAV,whatevs
"('Renne',)",tänav,TÄNAV,whatevs
"('Ruttu',)",tänav,TÄNAV,whatevs
"('Ruubassaare',)",tänav,TÄNAV,whatevs
"('Ruubasaare',)",tänav,TÄNAV,whatevs
"('Rõõmus',)",tänav,TÄNAV,whatevs
"('Rõemus',)",tänav,TÄNAV,whatevs
"('Rähna',)",tänav,TÄNAV,whatevs
"('Relsi',)",tänav,TÄNAV,whatevs
"('Nadežda',)",tänav,TÄNAV,whatevs
"('Räästa',)",tänav,TÄNAV,whatevs
"('Ritre',)",tänav,TÄNAV,whatevs
"('Rittre',)",tänav,TÄNAV,whatevs
"('Jaan', 'Järvekülje')",tänav,TÄNAV,whatevs
"('Järvekülje',)",tänav,TÄNAV,whatevs
"('Jaan', 'Järvekülgi')",tänav,TÄNAV,whatevs
"('Järvekülgi',)",tänav,TÄNAV,whatevs
"('Peeter', 'Suure')",tänav,TÄNAV,whatevs
"('Suure',)",tänav,TÄNAV,whatevs
"('S.', 'Saare')",tänav,TÄNAV,whatevs
"('Sergei', 'Ossipovi')",tänav,TÄNAV,whatevs
"('Ossipovi',)",tänav,TÄNAV,whatevs
"('Vana-Sadama',)",tänav,TÄNAV,whatevs
"('Ugandi',)",tänav,TÄNAV,whatevs
"('Sohvi',)",tänav,TÄNAV,whatevs
"('Sofia',)",tänav,TÄNAV,whatevs
"('Springtali',)",tänav,TÄNAV,whatevs
"('Aseme',)",tänav,TÄNAV,whatevs
"('Šahtli',)",tänav,TÄNAV,whatevs
"('Schahtli',)",tänav,TÄNAV,whatevs
"('Mihaili',)",tänav,TÄNAV,whatevs
"('Sarja',)",tänav,TÄNAV,whatevs
"('Lau',)",tänav,TÄNAV,whatevs
"('Väike-Meltsiveski',)",tänav,TÄNAV,whatevs
"('Lokuse',)",tänav,TÄNAV,whatevs
"('Turgenevi',)",tänav,TÄNAV,whatevs
"('Seltri',)",tänav,TÄNAV,whatevs
"('Liidu',)",tänav,TÄNAV,whatevs
"('Manala',)",tänav,TÄNAV,whatevs
"('Jevgeni', 'Nikonovi')",tänav,TÄNAV,whatevs
"('Nikonovi',)",tänav,TÄNAV,whatevs
"('Vanaveski',)",tänav,TÄNAV,whatevs
"('Uus-Kirikuaia',)",tänav,TÄNAV,whatevs
"('Uus-Surnuaia',)",tänav,TÄNAV,whatevs
"('Ujumise',)",tänav,TÄNAV,whatevs
"('Johan', 'Mahmastali')",tänav,TÄNAV,whatevs
"('Mahmastali',)",tänav,TÄNAV,whatevs
"('Suuraguli',)",tänav,TÄNAV,whatevs
"('Suur', 'Aguli')",tänav,TÄNAV,whatevs
"('Aguli',)",tänav,TÄNAV,whatevs
"('Hugo', 'Juhveldi')",tänav,TÄNAV,whatevs
"('Juhveldi',)",tänav,TÄNAV,whatevs
"('Suure-Ameerika',)",tänav,TÄNAV,whatevs
"('Suur-Amerika',)",tänav,TÄNAV,whatevs
"('Ameerika',)",tänav,TÄNAV,whatevs
"('Suursilla',)",tänav,TÄNAV,whatevs
"('Karrja',)",tänav,TÄNAV,whatevs
"('Suur-Kloostre',)",tänav,TÄNAV,whatevs
"('Suur-Kompasna',)",tänav,TÄNAV,whatevs
"('Suur-Poltava',)",tänav,TÄNAV,whatevs
"('Suur-Batarei',)",tänav,TÄNAV,whatevs
"('Suur-Battarei',)",tänav,TÄNAV,whatevs
"('Possieti',)",tänav,TÄNAV,whatevs
"('Posjeti',)",tänav,TÄNAV,whatevs
"('Posseti',)",tänav,TÄNAV,whatevs
"('Suur-Rannavärava',)",tänav,TÄNAV,whatevs
"('Suur-Sõjamehe',)",tänav,TÄNAV,whatevs
"('Suuretüki',)",tänav,TÄNAV,whatevs
"('Suuretüke',)",tänav,TÄNAV,whatevs
"('Restorani',)",tänav,TÄNAV,whatevs
"('Väike-Söörensi',)",tänav,TÄNAV,whatevs
"('Portu',)",tänav,TÄNAV,whatevs
"('Suvitajate',)",tänav,TÄNAV,whatevs
"('Sõjapõik',)",tänav,TÄNAV,whatevs
"('Sõpruse',)",tänav,TÄNAV,whatevs
"('Družba',)",tänav,TÄNAV,whatevs
"('Seltsi',)",tänav,TÄNAV,whatevs
"('Umb',)",tänav,TÄNAV,whatevs
"('Säle',)",tänav,TÄNAV,whatevs
"('Söörensi',)",tänav,TÄNAV,whatevs
"('Söreni',)",tänav,TÄNAV,whatevs
"('5.', 'Gribnaja')",tänav,TÄNAV,whatevs
"('Seljonaja',)",tänav,TÄNAV,whatevs
"('Valkre',)",tänav,TÄNAV,whatevs
"('Oktoobri', 'Võidu')",tänav,TÄNAV,whatevs
"('Jakob', 'Tamme')",tänav,TÄNAV,whatevs
"('Koolme',)",tänav,TÄNAV,whatevs
"('Aleksejevi',)",tänav,TÄNAV,whatevs
"('Promenadi',)",tänav,TÄNAV,whatevs
"('Uus-Tapamaja',)",tänav,TÄNAV,whatevs
"('Tatarski',)",tänav,TÄNAV,whatevs
"('Teendri',)",tänav,TÄNAV,whatevs
"('Teliskivi',)",tänav,TÄNAV,whatevs
"('Teiliskivi',)",tänav,TÄNAV,whatevs
"('Suur-Telliskivi',)",tänav,TÄNAV,whatevs
"('Väike-Telliskivi',)",tänav,TÄNAV,whatevs
"('Kivilöövi',)",tänav,TÄNAV,whatevs
"('Tennisevälja',)",tänav,TÄNAV,whatevs
"('Suur-Epinatjevi',)",tänav,TÄNAV,whatevs
"('Suur-Epitnatjevi',)",tänav,TÄNAV,whatevs
"('Epinatjevi',)",tänav,TÄNAV,whatevs
"('Tšortovi',)",tänav,TÄNAV,whatevs
"('Tschortovi',)",tänav,TÄNAV,whatevs
"('Transvali',)",tänav,TÄNAV,whatevs
"('Belgia',)",tänav,TÄNAV,whatevs
"('Väike-Maarjamõisa',)",tänav,TÄNAV,whatevs
"('Industrialnaja',)",tänav,TÄNAV,whatevs
"('Johannes', 'Raudmetsa')",tänav,TÄNAV,whatevs
"('Raudmetsa',)",tänav,TÄNAV,whatevs
"('Tiimani',)",tänav,TÄNAV,whatevs
"('Soldino',)",tänav,TÄNAV,whatevs
"('Kaitseliidu',)",tänav,TÄNAV,whatevs
"('Sirenevaja',)",tänav,TÄNAV,whatevs
"('Timofejevi',)",tänav,TÄNAV,whatevs
"('Timofeejevi',)",tänav,TÄNAV,whatevs
"('Tarabella',)",tänav,TÄNAV,whatevs
"('Slobotka',)",tänav,TÄNAV,whatevs
"('Slobodka',)",tänav,TÄNAV,whatevs
"('Slabodka',)",tänav,TÄNAV,whatevs
"('Tamosna',)",tänav,TÄNAV,whatevs
"('Väike-Tolli',)",tänav,TÄNAV,whatevs
"('Väike-Tollimaja',)",tänav,TÄNAV,whatevs
"('Lermontovi',)",tänav,TÄNAV,whatevs
"('Tominga',)",tänav,TÄNAV,whatevs
"('Toomkooli',)",tänav,TÄNAV,whatevs
"('Toomkuninga',)",tänav,TÄNAV,whatevs
"('Doom-Kuninga',)",tänav,TÄNAV,whatevs
"('Pioneeride',)",tänav,TÄNAV,whatevs
"('Doom-Promenadi',)",tänav,TÄNAV,whatevs
"('Toomrüütli',)",tänav,TÄNAV,whatevs
"('Toom', 'Rittre')",tänav,TÄNAV,whatevs
"('Landstoa',)",tänav,TÄNAV,whatevs
"('Tammi',)",tänav,TÄNAV,whatevs
"('Teletorni',)",tänav,TÄNAV,whatevs
"('Astme',)",tänav,TÄNAV,whatevs
"('Treppoja',)",tänav,TÄNAV,whatevs
"('M.', 'Chr.', 'Wulfi')",tänav,TÄNAV,whatevs
"('Wulfi',)",tänav,TÄNAV,whatevs
"('Senokosnaja',)",tänav,TÄNAV,whatevs
"('Tuletõrjujate',)",tänav,TÄNAV,whatevs
"('Üheteistkümnes',)",tänav,TÄNAV,whatevs
"('Tulekahju',)",tänav,TÄNAV,whatevs
"('Eesti',)",tänav,TÄNAV,whatevs
"('Pauli',)",tänav,TÄNAV,whatevs
"('Pavlova',)",tänav,TÄNAV,whatevs
"('Heeringa',)",tänav,TÄNAV,whatevs
"('Heeringi',)",tänav,TÄNAV,whatevs
"('Vilkeni',)",tänav,TÄNAV,whatevs
"('Wilkeni',)",tänav,TÄNAV,whatevs
"('Vilkini',)",tänav,TÄNAV,whatevs
"('Väike-Puškini',)",tänav,TÄNAV,whatevs
"('Hollandi',)",tänav,TÄNAV,whatevs
"('Taali',)",tänav,TÄNAV,whatevs
"('Soe',)",tänav,TÄNAV,whatevs
"('Tuide',)",tänav,TÄNAV,whatevs
"('Pääste',)",tänav,TÄNAV,whatevs
"('Palvemaja',)",tänav,TÄNAV,whatevs
"('Tannenbergi',)",tänav,TÄNAV,whatevs
"('Tähkvere',)",tänav,TÄNAV,whatevs
"('Ülemine', 'Tähtvere')",tänav,TÄNAV,whatevs
"('Tähtvere',)",tänav,TÄNAV,whatevs
"('Tõngi',)",tänav,TÄNAV,whatevs
"('Konsul', 'Oskar', 'Vildenbergi')",tänav,TÄNAV,whatevs
"('Vildenbergi',)",tänav,TÄNAV,whatevs
"('Konsul', 'Vildenbergi')",tänav,TÄNAV,whatevs
"('Girgensoni',)",tänav,TÄNAV,whatevs
"('Jürgensoni',)",tänav,TÄNAV,whatevs
"('Türnpuu',)",tänav,TÄNAV,whatevs
"('Ubalehe',)",tänav,TÄNAV,whatevs
"('Hans', 'Leberechti')",tänav,TÄNAV,whatevs
"('Leberechti',)",tänav,TÄNAV,whatevs
"('Endla',)",tänav,TÄNAV,whatevs
"('Uisu',)",tänav,TÄNAV,whatevs
"('Meltsiveski',)",tänav,TÄNAV,whatevs
"('Urke',)",tänav,TÄNAV,whatevs
"('Uuemaailma',)",tänav,TÄNAV,whatevs
"('Uus-Maailma',)",tänav,TÄNAV,whatevs
"('Väike-Uuetoa',)",tänav,TÄNAV,whatevs
"('Adolf', 'Kesleri')",tänav,TÄNAV,whatevs
"('Kesleri',)",tänav,TÄNAV,whatevs
"('Veteranide',)",tänav,TÄNAV,whatevs
"('3.', 'Uusküla')",tänav,TÄNAV,whatevs
"('Uus-Roomasaare',)",tänav,TÄNAV,whatevs
"('Gustav', 'Jõgi')",tänav,TÄNAV,whatevs
"('Jõgi',)",tänav,TÄNAV,whatevs
"('Sauga',)",tänav,TÄNAV,whatevs
"('Uus-Tatarski',)",tänav,TÄNAV,whatevs
"('Väike-Tatarski',)",tänav,TÄNAV,whatevs
"('Veike-Tatarski',)",tänav,TÄNAV,whatevs
"('Malinovaja',)",tänav,TÄNAV,whatevs
"('Priiuse',)",tänav,TÄNAV,whatevs
"('Lihapoe',)",tänav,TÄNAV,whatevs
"('Lihapoodi',)",tänav,TÄNAV,whatevs
"('Puuaia',)",tänav,TÄNAV,whatevs
"('Mereküla',)",tänav,TÄNAV,whatevs
"('Romanovite',)",tänav,TÄNAV,whatevs
"('Kesk',)",tänav,TÄNAV,whatevs
"('Ivan', 'Rabtšinski')",tänav,TÄNAV,whatevs
"('Rabtšinski',)",tänav,TÄNAV,whatevs
"('Väike-Telliskopli',)",tänav,TÄNAV,whatevs
"('Pruuali',)",tänav,TÄNAV,whatevs
"('Inglise',)",tänav,TÄNAV,whatevs
"('Õllevabriku',)",tänav,TÄNAV,whatevs
"('Suur-Vaekoja',)",tänav,TÄNAV,whatevs
"('Toom-Vaestekooli',)",tänav,TÄNAV,whatevs
"('Doom-Vaestekooli',)",tänav,TÄNAV,whatevs
"('Toom-Vaestemaja',)",tänav,TÄNAV,whatevs
"('Tschechi',)",tänav,TÄNAV,whatevs
"('Tsehhi',)",tänav,TÄNAV,whatevs
"('Tsehi',)",tänav,TÄNAV,whatevs
"('Zechi',)",tänav,TÄNAV,whatevs
"('Zehi',)",tänav,TÄNAV,whatevs
"('Johannes', 'Varese')",tänav,TÄNAV,whatevs
"('Nolgimõisa',)",tänav,TÄNAV,whatevs
"('Petroleumi',)",tänav,TÄNAV,whatevs
"('Tööliste',)",tänav,TÄNAV,whatevs
"('Töömehe',)",tänav,TÄNAV,whatevs
"('Võõrastemaja',)",tänav,TÄNAV,whatevs
"('Börse',)",tänav,TÄNAV,whatevs
"('Punatähe',)",tänav,TÄNAV,whatevs
"('Valdeki',)",tänav,TÄNAV,whatevs
"('Vallivahe',)",tänav,TÄNAV,whatevs
"('Suur-Valli',)",tänav,TÄNAV,whatevs
"('Sinine',)",tänav,TÄNAV,whatevs
"('Kaheksas',)",tänav,TÄNAV,whatevs
"('Väike-Balesna',)",tänav,TÄNAV,whatevs
"('Väike-Baleasna',)",tänav,TÄNAV,whatevs
"('Drevingi',)",tänav,TÄNAV,whatevs
"('Väike-Liivamäe',)",tänav,TÄNAV,whatevs
"('Lõune',)",tänav,TÄNAV,whatevs
"('Trampliini',)",tänav,TÄNAV,whatevs
"('Mustamäe',)",tänav,TÄNAV,whatevs
"('Sinise', 'mäe')",tänav,TÄNAV,whatevs
"('mäe',)",tänav,TÄNAV,whatevs
"('Revolutsiooni',)",tänav,TÄNAV,whatevs
"('Vana-Romassaare',)",tänav,TÄNAV,whatevs
"('Vana-Roomasaare',)",tänav,TÄNAV,whatevs
"('Roomassaare',)",tänav,TÄNAV,whatevs
"('Väike-Tööstuse',)",tänav,TÄNAV,whatevs
"('Kupja',)",tänav,TÄNAV,whatevs
"('Sirbi', 'ja', 'Vasara')",tänav,TÄNAV,whatevs
"('Serbia',)",tänav,TÄNAV,whatevs
"('Veemi',)",tänav,TÄNAV,whatevs
"('Laidoneri',)",tänav,TÄNAV,whatevs
"('Alendre',)",tänav,TÄNAV,whatevs
"('Uus-Veerenni',)",tänav,TÄNAV,whatevs
"('Uikala',)",tänav,TÄNAV,whatevs
"('P.', 'Ossipenko')",tänav,TÄNAV,whatevs
"('Ossipenko',)",tänav,TÄNAV,whatevs
"('Busse',)",tänav,TÄNAV,whatevs
"('Nikolai', 'Burdenko')",tänav,TÄNAV,whatevs
"('Burdenko',)",tänav,TÄNAV,whatevs
"('Kommunaaride',)",tänav,TÄNAV,whatevs
"('Vibeliku',)",tänav,TÄNAV,whatevs
"('Kuramaa',)",tänav,TÄNAV,whatevs
"('E.', 'Vilde')",tänav,TÄNAV,whatevs
"('Jüri', 'Vilmsi')",tänav,TÄNAV,whatevs
"('A.', 'Adamsoni')",tänav,TÄNAV,whatevs
"('Iisaki',)",tänav,TÄNAV,whatevs
"('Tehumardi',)",tänav,TÄNAV,whatevs
"('Villari',)",tänav,TÄNAV,whatevs
"('Willase',)",tänav,TÄNAV,whatevs
"('Joosep', 'Laari')",tänav,TÄNAV,whatevs
"('Laari',)",tänav,TÄNAV,whatevs
"('Riisenkampfi',)",tänav,TÄNAV,whatevs
"('Suur-Riisikampfi',)",tänav,TÄNAV,whatevs
"('Riesenkampfi',)",tänav,TÄNAV,whatevs
"('Riesenkampffi',)",tänav,TÄNAV,whatevs
"('Velikije', 'Luki')",tänav,TÄNAV,whatevs
"('Luki',)",tänav,TÄNAV,whatevs
"('Rulkoviuse',)",tänav,TÄNAV,whatevs
"('Rulkooviuse',)",tänav,TÄNAV,whatevs
"('Uus-Viru',)",tänav,TÄNAV,whatevs
"('Suur-Viru',)",tänav,TÄNAV,whatevs
"('Lava',)",tänav,TÄNAV,whatevs
"('Aafrika',)",tänav,TÄNAV,whatevs
"('Afrika',)",tänav,TÄNAV,whatevs
"('Ahvrika',)",tänav,TÄNAV,whatevs
"('Kalasadama',)",tänav,TÄNAV,whatevs
"('Väike-Põik',)",tänav,TÄNAV,whatevs
"('Veike',)",tänav,TÄNAV,whatevs
"('Väikeaguli',)",tänav,TÄNAV,whatevs
"('Väike', 'Aguli')",tänav,TÄNAV,whatevs
"('Väikealevi',)",tänav,TÄNAV,whatevs
"('Väike-Amerika',)",tänav,TÄNAV,whatevs
"('Veike-Amerika',)",tänav,TÄNAV,whatevs
"('Veike-Ameerika',)",tänav,TÄNAV,whatevs
"('Väike-Eeriku',)",tänav,TÄNAV,whatevs
"('Veike-Karja',)",tänav,TÄNAV,whatevs
"('Väike-Kompasna',)",tänav,TÄNAV,whatevs
"('Veike-Kompasna',)",tänav,TÄNAV,whatevs
"('Väike-Poltava',)",tänav,TÄNAV,whatevs
"('Väike-Batarei',)",tänav,TÄNAV,whatevs
"('Veike-Battarei',)",tänav,TÄNAV,whatevs
"('Väike-Rannavärava',)",tänav,TÄNAV,whatevs
"('Väike-Riisikampfi',)",tänav,TÄNAV,whatevs
"('Veike-Rosenkrantsi',)",tänav,TÄNAV,whatevs
"('Veike-Roosikrantsi',)",tänav,TÄNAV,whatevs
"('Väiketuru',)",tänav,TÄNAV,whatevs
"('V(äike)-Turu',)",tänav,TÄNAV,whatevs
"('Sea',)",tänav,TÄNAV,whatevs
"('Sia',)",tänav,TÄNAV,whatevs
"('Uus-Tähe',)",tänav,TÄNAV,whatevs
"('Saia',)",tänav,TÄNAV,whatevs
"('Prohladnaja',)",tänav,TÄNAV,whatevs
"('Tähelennu',)",tänav,TÄNAV,whatevs
"('Salongi',)",tänav,TÄNAV,whatevs
"('Salooni',)",tänav,TÄNAV,whatevs
"('Wiidemanni',)",tänav,TÄNAV,whatevs
"('Lutre',)",tänav,TÄNAV,whatevs
"('Luteri',)",tänav,TÄNAV,whatevs
"('Nobeli',)",tänav,TÄNAV,whatevs
"('Noobeli',)",tänav,TÄNAV,whatevs
"('Noobli',)",tänav,TÄNAV,whatevs
"('Heinrich', 'Klaasi')",tänav,TÄNAV,whatevs
"('Punase', 'Kaevuri')",tänav,TÄNAV,whatevs
"('Väike', 'Tiigi')",tänav,TÄNAV,whatevs
"('Kasutini',)",tänav,TÄNAV,whatevs
"('Esimene',)",tänav,TÄNAV,whatevs
"('Pervaja',)",tänav,TÄNAV,whatevs
"('Tiirmanni',)",tänav,TÄNAV,whatevs
"('Uus-Alemanni',)",tänav,TÄNAV,whatevs
"('Uus-Allemanni',)",tänav,TÄNAV,whatevs
"('Ööpiku',)",tänav,TÄNAV,whatevs
"('Ülem-Kanali',)",tänav,TÄNAV,whatevs
"('Ülem-kanaali',)",tänav,TÄNAV,whatevs
