_phrase_,type,grammar_symbol,value
"('Pilve',)",tänav,TÄNAV,whatevs
"('Pilvetee',)",tänav,TÄNAV,whatevs
"('Pilviku',)",tänav,TÄNAV,whatevs
"('Pimeaia',)",tänav,TÄNAV,whatevs
"('Pinda',)",tänav,TÄNAV,whatevs
"('Pinge',)",tänav,TÄNAV,whatevs
"('Pingviini',)",tänav,TÄNAV,whatevs
"('Pinna',)",tänav,TÄNAV,whatevs
"('Paul', 'Pinna')",tänav,TÄNAV,whatevs
"('Pintsli',)",tänav,TÄNAV,whatevs
"('Pinu',)",tänav,TÄNAV,whatevs
"('Pioneeri',)",tänav,TÄNAV,whatevs
"('Piparmündi',)",tänav,TÄNAV,whatevs
"('Pipra',)",tänav,TÄNAV,whatevs
"('Pirni',)",tänav,TÄNAV,whatevs
"('Pirnipuu',)",tänav,TÄNAV,whatevs
"('Pistriku',)",tänav,TÄNAV,whatevs
"('Pisuhänna',)",tänav,TÄNAV,whatevs
"('Planeedi',)",tänav,TÄNAV,whatevs
"('Plangu',)",tänav,TÄNAV,whatevs
"('Plasti',)",tänav,TÄNAV,whatevs
"('Pliiatsi',)",tänav,TÄNAV,whatevs
"('Ploomi',)",tänav,TÄNAV,whatevs
"('Ploomipuu',)",tänav,TÄNAV,whatevs
"('Plätsi',)",tänav,TÄNAV,whatevs
"('Poe',)",tänav,TÄNAV,whatevs
"('Pohla',)",tänav,TÄNAV,whatevs
"('Pojengi',)",tänav,TÄNAV,whatevs
"('Poldri',)",tänav,TÄNAV,whatevs
"('Polgu',)",tänav,TÄNAV,whatevs
"('Polli',)",tänav,TÄNAV,whatevs
"('Poolemõisa',)",tänav,TÄNAV,whatevs
"('Poordi',)",tänav,TÄNAV,whatevs
"('Pootsmani',)",tänav,TÄNAV,whatevs
"('Aleksandr', 'Popovi')",tänav,TÄNAV,whatevs
"('Popovi',)",tänav,TÄNAV,whatevs
"('Porgandi',)",tänav,TÄNAV,whatevs
"('Porrulaugu',)",tänav,TÄNAV,whatevs
"('Poru',)",tänav,TÄNAV,whatevs
"('Poska',)",tänav,TÄNAV,whatevs
"('Jaan', 'Poska')",tänav,TÄNAV,whatevs
"('Posti',)",tänav,TÄNAV,whatevs
"('Postitalu',)",tänav,TÄNAV,whatevs
"('Potissepa',)",tänav,TÄNAV,whatevs
"('Preediku',)",tänav,TÄNAV,whatevs
"('Preesi',)",tänav,TÄNAV,whatevs
"('Jevgeni', 'Preobraženski')",tänav,TÄNAV,whatevs
"('Preobraženski',)",tänav,TÄNAV,whatevs
"('Prii',)",tänav,TÄNAV,whatevs
"('Priidu',)",tänav,TÄNAV,whatevs
"('Priimula',)",tänav,TÄNAV,whatevs
"('Prisma',)",tänav,TÄNAV,whatevs
"('Pritšudskaja',)",tänav,TÄNAV,whatevs
"('Proletariaadi',)",tänav,TÄNAV,whatevs
"('Promenaadi',)",tänav,TÄNAV,whatevs
"('Pronksi',)",tänav,TÄNAV,whatevs
"('Proviandi',)",tänav,TÄNAV,whatevs
"('Präämavälja',)",tänav,TÄNAV,whatevs
"('Puhangu',)",tänav,TÄNAV,whatevs
"('Puhke',)",tänav,TÄNAV,whatevs
"('Puhkekodu',)",tänav,TÄNAV,whatevs
"('Puhma',)",tänav,TÄNAV,whatevs
"('Puidu',)",tänav,TÄNAV,whatevs
"('Puiestee',)",tänav,TÄNAV,whatevs
"('Puju',)",tänav,TÄNAV,whatevs
"('Pumba',)",tänav,TÄNAV,whatevs
"('Pumbajaama',)",tänav,TÄNAV,whatevs
"('Punane',)",tänav,TÄNAV,whatevs
"('Punga',)",tänav,TÄNAV,whatevs
"('Puraviku',)",tänav,TÄNAV,whatevs
"('Purde',)",tänav,TÄNAV,whatevs
"('Purila', 'Pargi')",tänav,TÄNAV,whatevs
"('Purje',)",tänav,TÄNAV,whatevs
"('Purpuri',)",tänav,TÄNAV,whatevs
"('Pustuski',)",tänav,TÄNAV,whatevs
"('Puškini',)",tänav,TÄNAV,whatevs
"('Aleksander', 'Puškini')",tänav,TÄNAV,whatevs
"('Putkaste',)",tänav,TÄNAV,whatevs
"('Puu',)",tänav,TÄNAV,whatevs
"('Puukooli',)",tänav,TÄNAV,whatevs
"('Puupapi',)",tänav,TÄNAV,whatevs
"('Puusepa',)",tänav,TÄNAV,whatevs
"('Ludvig', 'Puusepa')",tänav,TÄNAV,whatevs
"('Puutoa',)",tänav,TÄNAV,whatevs
"('Puuvilja',)",tänav,TÄNAV,whatevs
"('Puuvilla',)",tänav,TÄNAV,whatevs
"('Põdra',)",tänav,TÄNAV,whatevs
"('Põdrajanu',)",tänav,TÄNAV,whatevs
"('Põdrajuure',)",tänav,TÄNAV,whatevs
"('Põdrakanepi',)",tänav,TÄNAV,whatevs
"('Põdrasambla',)",tänav,TÄNAV,whatevs
"('Põdratuka',)",tänav,TÄNAV,whatevs
"('Põduste',)",tänav,TÄNAV,whatevs
"('Põhja',)",tänav,TÄNAV,whatevs
"('Põhjakaare',)",tänav,TÄNAV,whatevs
"('Põhja-Kaare',)",tänav,TÄNAV,whatevs
"('Põhjatähe',)",tänav,TÄNAV,whatevs
"('Põik',)",tänav,TÄNAV,whatevs
"('Põlde',)",tänav,TÄNAV,whatevs
"('Põldkannikese',)",tänav,TÄNAV,whatevs
"('Põldma',)",tänav,TÄNAV,whatevs
"('Põldmarja',)",tänav,TÄNAV,whatevs
"('Põlendiku',)",tänav,TÄNAV,whatevs
"('Põlevkivi',)",tänav,TÄNAV,whatevs
"('Põllu',)",tänav,TÄNAV,whatevs
"('Põllumäe',)",tänav,TÄNAV,whatevs
"('Põri',)",tänav,TÄNAV,whatevs
"('Põuatuule',)",tänav,TÄNAV,whatevs
"('Põõsa',)",tänav,TÄNAV,whatevs
"('Päeva',)",tänav,TÄNAV,whatevs
"('Päevakivi',)",tänav,TÄNAV,whatevs
"('Päevakoera',)",tänav,TÄNAV,whatevs
"('Päevalille',)",tänav,TÄNAV,whatevs
"('Pähkli',)",tänav,TÄNAV,whatevs
"('Pähklimetsa',)",tänav,TÄNAV,whatevs
"('Pähklimäe',)",tänav,TÄNAV,whatevs
"('Päikese',)",tänav,TÄNAV,whatevs
"('Pändi',)",tänav,TÄNAV,whatevs
"('Pärituule',)",tänav,TÄNAV,whatevs
"('Pärivere',)",tänav,TÄNAV,whatevs
"('Pärja',)",tänav,TÄNAV,whatevs
"('Pärna',)",tänav,TÄNAV,whatevs
"('Jakob', 'Pärna')",tänav,TÄNAV,whatevs
"('Pärnasalu',)",tänav,TÄNAV,whatevs
"('Pärnaõie',)",tänav,TÄNAV,whatevs
"('Pärniku',)",tänav,TÄNAV,whatevs
"('Pärnu',)",tänav,TÄNAV,whatevs
"('Pärnulõuka',)",tänav,TÄNAV,whatevs
"('Pärnuvälja',)",tänav,TÄNAV,whatevs
"('Päärna',)",tänav,TÄNAV,whatevs
"('Pääsküla',)",tänav,TÄNAV,whatevs
"('Pääsu',)",tänav,TÄNAV,whatevs
"('Pääsukese',)",tänav,TÄNAV,whatevs
"('Pääsusaba',)",tänav,TÄNAV,whatevs
"('Pääsusilma',)",tänav,TÄNAV,whatevs
"('Pöialpoisi',)",tänav,TÄNAV,whatevs
"('Pöörise',)",tänav,TÄNAV,whatevs
"('Pühaoru',)",tänav,TÄNAV,whatevs
"('Pühavaimu',)",tänav,TÄNAV,whatevs
"('Püssi',)",tänav,TÄNAV,whatevs
"('Püssirohu',)",tänav,TÄNAV,whatevs
"('Püü',)",tänav,TÄNAV,whatevs
"('Raadiku',)",tänav,TÄNAV,whatevs
"('Raadio',)",tänav,TÄNAV,whatevs
"('Raadiojaama',)",tänav,TÄNAV,whatevs
"('Raatuse',)",tänav,TÄNAV,whatevs
"('Raba',)",tänav,TÄNAV,whatevs
"('Rabakivi',)",tänav,TÄNAV,whatevs
"('Rabaküla',)",tänav,TÄNAV,whatevs
"('Rabaveere',)",tänav,TÄNAV,whatevs
"('Rae',)",tänav,TÄNAV,whatevs
"('Raekoja',)",tänav,TÄNAV,whatevs
"('Raeremmelga',)",tänav,TÄNAV,whatevs
"('Raevalla',)",tänav,TÄNAV,whatevs
"('Rahe',)",tänav,TÄNAV,whatevs
"('Rahnu',)",tänav,TÄNAV,whatevs
"('Rahu',)",tänav,TÄNAV,whatevs
"('Rahukohtu',)",tänav,TÄNAV,whatevs
"('Rahumäe',)",tänav,TÄNAV,whatevs
"('Rahva',)",tänav,TÄNAV,whatevs
"('Rahvamaja',)",tänav,TÄNAV,whatevs
"('Raie',)",tänav,TÄNAV,whatevs
"('Raiesmiku',)",tänav,TÄNAV,whatevs
"('Jānis', 'Rainise')",tänav,TÄNAV,whatevs
"('Rainise',)",tänav,TÄNAV,whatevs
"('Raja',)",tänav,TÄNAV,whatevs
"('Rajametsa',)",tänav,TÄNAV,whatevs
"('Rajaniidu',)",tänav,TÄNAV,whatevs
"('Rajapere',)",tänav,TÄNAV,whatevs
"('Rakise',)",tänav,TÄNAV,whatevs
"('Raku',)",tänav,TÄNAV,whatevs
"('Rakvere',)",tänav,TÄNAV,whatevs
"('Randla',)",tänav,TÄNAV,whatevs
"('Rangu',)",tänav,TÄNAV,whatevs
"('Ranna',)",tänav,TÄNAV,whatevs
"('Redise',)",tänav,TÄNAV,whatevs
"('Reha',)",tänav,TÄNAV,whatevs
"('Rehe',)",tänav,TÄNAV,whatevs
"('Rehessaare',)",tänav,TÄNAV,whatevs
"('Reideni',)",tänav,TÄNAV,whatevs
"('Villem', 'Reimani')",tänav,TÄNAV,whatevs
"('Reimani',)",tänav,TÄNAV,whatevs
"('Ado', 'Reinvaldi')",tänav,TÄNAV,whatevs
"('Reinvaldi',)",tänav,TÄNAV,whatevs
"('Reisijate',)",tänav,TÄNAV,whatevs
"('Reketi',)",tänav,TÄNAV,whatevs
"('Remmelga',)",tänav,TÄNAV,whatevs
"('Reola',)",tänav,TÄNAV,whatevs
"('Reseeda',)",tänav,TÄNAV,whatevs
"('Ridaküla',)",tänav,TÄNAV,whatevs
"('Ridva',)",tänav,TÄNAV,whatevs
"('Riia',)",tänav,TÄNAV,whatevs
"('Riida',)",tänav,TÄNAV,whatevs
"('Riisika',)",tänav,TÄNAV,whatevs
"('Riiska',)",tänav,TÄNAV,whatevs
"('Rikas',)",tänav,TÄNAV,whatevs
"('Ringi',)",tänav,TÄNAV,whatevs
"('Ringtee',)",tänav,TÄNAV,whatevs
"('Risti',)",tänav,TÄNAV,whatevs
"('Ristiku',)",tänav,TÄNAV,whatevs
"('Ritsika',)",tänav,TÄNAV,whatevs
"('Ritsiku',)",tänav,TÄNAV,whatevs
"('Rivi',)",tänav,TÄNAV,whatevs
"('Rocca', 'al', 'Mare')",tänav,TÄNAV,whatevs
"('Mare',)",tänav,TÄNAV,whatevs
"('Roheline',)",tänav,TÄNAV,whatevs
"('1.', 'Roheline')",tänav,TÄNAV,whatevs
"('3.', 'Roheline')",tänav,TÄNAV,whatevs
"('4.', 'Roheline')",tänav,TÄNAV,whatevs
"('5.', 'Roheline')",tänav,TÄNAV,whatevs
"('6.', 'Roheline')",tänav,TÄNAV,whatevs
"('7.', 'Roheline')",tänav,TÄNAV,whatevs
"('8.', 'Roheline')",tänav,TÄNAV,whatevs
"('9.', 'Roheline')",tänav,TÄNAV,whatevs
"('10.', 'Roheline')",tänav,TÄNAV,whatevs
"('11.', 'Roheline')",tänav,TÄNAV,whatevs
"('Roheluse',)",tänav,TÄNAV,whatevs
"('Rohu',)",tänav,TÄNAV,whatevs
"('Rohuaia',)",tänav,TÄNAV,whatevs
"('Rohula',)",tänav,TÄNAV,whatevs
"('Rohumaa',)",tänav,TÄNAV,whatevs
"('Ronga',)",tänav,TÄNAV,whatevs
"('Rongi',)",tänav,TÄNAV,whatevs
"('Roo',)",tänav,TÄNAV,whatevs
"('Rooba',)",tänav,TÄNAV,whatevs
"('Rookopli',)",tänav,TÄNAV,whatevs
"('Roolahe',)",tänav,TÄNAV,whatevs
"('Rooli',)",tänav,TÄNAV,whatevs
"('Roopa',)",tänav,TÄNAV,whatevs
"('Roosi',)",tänav,TÄNAV,whatevs
"('Roosikrantsi',)",tänav,TÄNAV,whatevs
"('Roostiku',)",tänav,TÄNAV,whatevs
"('Rootsi',)",tänav,TÄNAV,whatevs
"('Ropka',)",tänav,TÄNAV,whatevs
"('Ropkamõisa',)",tänav,TÄNAV,whatevs
"('Roseni',)",tänav,TÄNAV,whatevs
"('W.', 'R.', 'von', 'Roseni')",tänav,TÄNAV,whatevs
"('Rotermanni',)",tänav,TÄNAV,whatevs
"('Rukki',)",tänav,TÄNAV,whatevs
"('Rukkilille',)",tänav,TÄNAV,whatevs
"('Rulli',)",tänav,TÄNAV,whatevs
"('Rumbi',)",tänav,TÄNAV,whatevs
"('Mihhail', 'Rumjantsevi')",tänav,TÄNAV,whatevs
"('Rumjantsevi',)",tänav,TÄNAV,whatevs
"('Rummu',)",tänav,TÄNAV,whatevs
"('Rutiku',)",tänav,TÄNAV,whatevs
"('Rutu',)",tänav,TÄNAV,whatevs
"('Ruudu',)",tänav,TÄNAV,whatevs
"('Ruunaoja',)",tänav,TÄNAV,whatevs
"('Ruusa',)",tänav,TÄNAV,whatevs
"('Rõika',)",tänav,TÄNAV,whatevs
"('Rõugu',)",tänav,TÄNAV,whatevs
"('Rõõmu',)",tänav,TÄNAV,whatevs
"('Räga',)",tänav,TÄNAV,whatevs
"('Rähkloo',)",tänav,TÄNAV,whatevs
"('Rähni',)",tänav,TÄNAV,whatevs
"('Räime',)",tänav,TÄNAV,whatevs
"('Räitsaka',)",tänav,TÄNAV,whatevs
"('Ränduri',)",tänav,TÄNAV,whatevs
"('Räni',)",tänav,TÄNAV,whatevs
"('Ränikivi',)",tänav,TÄNAV,whatevs
"('Rästa',)",tänav,TÄNAV,whatevs
"('Rästiku',)",tänav,TÄNAV,whatevs
"('Rätsepa',)",tänav,TÄNAV,whatevs
"('Rävala',)",tänav,TÄNAV,whatevs
"('Räägu',)",tänav,TÄNAV,whatevs
"('Rääma',)",tänav,TÄNAV,whatevs
"('Rööpa',)",tänav,TÄNAV,whatevs
"('Rükkeli',)",tänav,TÄNAV,whatevs
"('Ründi',)",tänav,TÄNAV,whatevs
"('Rünga',)",tänav,TÄNAV,whatevs
"('Rüütli',)",tänav,TÄNAV,whatevs
"('Saadu',)",tänav,TÄNAV,whatevs
"('Saagi',)",tänav,TÄNAV,whatevs
"('Andres', 'Saali')",tänav,TÄNAV,whatevs
"('Saali',)",tänav,TÄNAV,whatevs
"('Saamueli',)",tänav,TÄNAV,whatevs
"('Saani',)",tänav,TÄNAV,whatevs
"('Saarde',)",tänav,TÄNAV,whatevs
"('Saare',)",tänav,TÄNAV,whatevs
"('Saaremäe',)",tänav,TÄNAV,whatevs
"('Saarepuu',)",tänav,TÄNAV,whatevs
"('Saarma',)",tänav,TÄNAV,whatevs
"('Sadama',)",tänav,TÄNAV,whatevs
"('Sadovodovi',)",tänav,TÄNAV,whatevs
"('Sae',)",tänav,TÄNAV,whatevs
"('Saekoja',)",tänav,TÄNAV,whatevs
"('Saeveski',)",tänav,TÄNAV,whatevs
"('Sagari',)",tänav,TÄNAV,whatevs
"('Saha',)",tänav,TÄNAV,whatevs
"('Saialille',)",tänav,TÄNAV,whatevs
"('Saju',)",tänav,TÄNAV,whatevs
"('Sakala',)",tänav,TÄNAV,whatevs
"('Saku',)",tänav,TÄNAV,whatevs
"('Salati',)",tänav,TÄNAV,whatevs
"('Salme',)",tänav,TÄNAV,whatevs
"('Salu',)",tänav,TÄNAV,whatevs
"('Salutaguse',)",tänav,TÄNAV,whatevs
"('Salutähe',)",tänav,TÄNAV,whatevs
"('Salve',)",tänav,TÄNAV,whatevs
"('Sambla',)",tänav,TÄNAV,whatevs
"('Sambliku',)",tänav,TÄNAV,whatevs
"('Sammu',)",tänav,TÄNAV,whatevs
"('Sanatooriumi',)",tänav,TÄNAV,whatevs
"('Sangari',)",tänav,TÄNAV,whatevs
"('Sangla',)",tänav,TÄNAV,whatevs
"('Sanglepa',)",tänav,TÄNAV,whatevs
"('Sangviini',)",tänav,TÄNAV,whatevs
"('Sarapiku',)",tänav,TÄNAV,whatevs
"('Sarapuu',)",tänav,TÄNAV,whatevs
"('Sarra',)",tänav,TÄNAV,whatevs
"('Sarruse',)",tänav,TÄNAV,whatevs
"('Sarve',)",tänav,TÄNAV,whatevs
"('Sassi',)",tänav,TÄNAV,whatevs
"('Saturni',)",tänav,TÄNAV,whatevs
"('Saue',)",tänav,TÄNAV,whatevs
"('Saueaugu',)",tänav,TÄNAV,whatevs
"('Sauepargi',)",tänav,TÄNAV,whatevs
"('Sauga-Jõekalda',)",tänav,TÄNAV,whatevs
"('Sauna',)",tänav,TÄNAV,whatevs
"('Savi',)",tänav,TÄNAV,whatevs
"('Saviaugu',)",tänav,TÄNAV,whatevs
"('Seebi',)",tänav,TÄNAV,whatevs
"('Seedri',)",tänav,TÄNAV,whatevs
"('Seegi',)",tänav,TÄNAV,whatevs
"('Seemne',)",tänav,TÄNAV,whatevs
"('Seene',)",tänav,TÄNAV,whatevs
"('Seevaldi',)",tänav,TÄNAV,whatevs
"('Selise',)",tänav,TÄNAV,whatevs
"('Selja',)",tänav,TÄNAV,whatevs
"('Seljaku',)",tänav,TÄNAV,whatevs
"('Seljandiku',)",tänav,TÄNAV,whatevs
"('Selleri',)",tänav,TÄNAV,whatevs
"('Seltersi',)",tänav,TÄNAV,whatevs
"('Seminari',)",tänav,TÄNAV,whatevs
"('Sepa',)",tänav,TÄNAV,whatevs
"('Sepakuru',)",tänav,TÄNAV,whatevs
"('Sepapaja',)",tänav,TÄNAV,whatevs
"('Sepapere',)",tänav,TÄNAV,whatevs
"('Sepavälja',)",tänav,TÄNAV,whatevs
"('Sepikoja',)",tänav,TÄNAV,whatevs
"('Sepise',)",tänav,TÄNAV,whatevs
"('Septembri',)",tänav,TÄNAV,whatevs
"('Sergei',)",tänav,TÄNAV,whatevs
"('Serva',)",tänav,TÄNAV,whatevs
"('Servaääre',)",tänav,TÄNAV,whatevs
"('Sibula',)",tänav,TÄNAV,whatevs
"('Side',)",tänav,TÄNAV,whatevs
"('Siduri',)",tänav,TÄNAV,whatevs
"('Siguri',)",tänav,TÄNAV,whatevs
"('Sihi',)",tänav,TÄNAV,whatevs
"('Jaan', 'Sihveri')",tänav,TÄNAV,whatevs
"('Sihveri',)",tänav,TÄNAV,whatevs
"('Siia',)",tänav,TÄNAV,whatevs
"('Siidisaba',)",tänav,TÄNAV,whatevs
"('Siidisuka',)",tänav,TÄNAV,whatevs
"('Siili',)",tänav,TÄNAV,whatevs
"('Siini',)",tänav,TÄNAV,whatevs
"('Siire',)",tänav,TÄNAV,whatevs
"('Sikupilli',)",tänav,TÄNAV,whatevs
"('Sikuti',)",tänav,TÄNAV,whatevs
"('Silde',)",tänav,TÄNAV,whatevs
"('Silgu',)",tänav,TÄNAV,whatevs
"('Silikaadi',)",tänav,TÄNAV,whatevs
"('Silikaltsiidi',)",tänav,TÄNAV,whatevs
"('Silla',)",tänav,TÄNAV,whatevs
"('Sillaku',)",tänav,TÄNAV,whatevs
"('Sillaotsa',)",tänav,TÄNAV,whatevs
"('Sillasoo',)",tänav,TÄNAV,whatevs
"('Sillavahe',)",tänav,TÄNAV,whatevs
"('Silluse',)",tänav,TÄNAV,whatevs
"('Sillutise',)",tänav,TÄNAV,whatevs
"('Silmiku',)",tänav,TÄNAV,whatevs
"('Silmu',)",tänav,TÄNAV,whatevs
"('Sinepi',)",tänav,TÄNAV,whatevs
"('Sinika',)",tänav,TÄNAV,whatevs
"('Sinilille',)",tänav,TÄNAV,whatevs
"('Sinimäe',)",tänav,TÄNAV,whatevs
"('Sinioja',)",tänav,TÄNAV,whatevs
"('Sinirebase',)",tänav,TÄNAV,whatevs
"('Sinitiiva',)",tänav,TÄNAV,whatevs
"('Sinivoore',)",tänav,TÄNAV,whatevs
"('Sipassoo',)",tänav,TÄNAV,whatevs
"('Sipelga',)",tänav,TÄNAV,whatevs
"('Sirbi',)",tänav,TÄNAV,whatevs
"('Sireli',)",tänav,TÄNAV,whatevs
"('Sirge',)",tänav,TÄNAV,whatevs
"('Sirptiiva',)",tänav,TÄNAV,whatevs
"('Sisaliku',)",tänav,TÄNAV,whatevs
"('Sisaski',)",tänav,TÄNAV,whatevs
"('Sitsi',)",tänav,TÄNAV,whatevs
"('Juhan', 'Smuuli')",tänav,TÄNAV,whatevs
"('Smuuli',)",tänav,TÄNAV,whatevs
"('Soinaste',)",tänav,TÄNAV,whatevs
"('Soldina',)",tänav,TÄNAV,whatevs
"('Sompa',)",tänav,TÄNAV,whatevs
"('Soo',)",tänav,TÄNAV,whatevs
"('Soodi',)",tänav,TÄNAV,whatevs
"('Sooja',)",tänav,TÄNAV,whatevs
"('Soojuse',)",tänav,TÄNAV,whatevs
"('Sookase',)",tänav,TÄNAV,whatevs
"('Sookolli',)",tänav,TÄNAV,whatevs
"('Soola',)",tänav,TÄNAV,whatevs
"('Soome',)",tänav,TÄNAV,whatevs
"('Soone',)",tänav,TÄNAV,whatevs
"('Sooranna',)",tänav,TÄNAV,whatevs
"('Soosalu',)",tänav,TÄNAV,whatevs
"('Sooserva',)",tänav,TÄNAV,whatevs
"('Sootaga',)",tänav,TÄNAV,whatevs
"('Sooviku',)",tänav,TÄNAV,whatevs
"('Soovildiku',)",tänav,TÄNAV,whatevs
"('Sovhoosi',)",tänav,TÄNAV,whatevs
"('Spinati',)",tänav,TÄNAV,whatevs
"('Spordi',)",tänav,TÄNAV,whatevs
"('Spordivälja',)",tänav,TÄNAV,whatevs
"('Spordiväljaku',)",tänav,TÄNAV,whatevs
"('Sputniku',)",tänav,TÄNAV,whatevs
"('Staadioni',)",tänav,TÄNAV,whatevs
"('Staapli',)",tänav,TÄNAV,whatevs
"('Aleksei', 'Stahhanovi')",tänav,TÄNAV,whatevs
"('Stahhanovi',)",tänav,TÄNAV,whatevs
"('Stardi',)",tänav,TÄNAV,whatevs
"('Anton', 'Starkopfi')",tänav,TÄNAV,whatevs
"('Starkopfi',)",tänav,TÄNAV,whatevs
"('Wilhelm', 'Struve')",tänav,TÄNAV,whatevs
"('Struve',)",tänav,TÄNAV,whatevs
"('Suislepa',)",tänav,TÄNAV,whatevs
"('Suitsu',)",tänav,TÄNAV,whatevs
"('Sula',)",tänav,TÄNAV,whatevs
"('Sule',)",tänav,TÄNAV,whatevs
"('Sulevi',)",tänav,TÄNAV,whatevs
"('Sulupere',)",tänav,TÄNAV,whatevs
"('Sumba',)",tänav,TÄNAV,whatevs
"('Supelranna',)",tänav,TÄNAV,whatevs
"('Supeluse',)",tänav,TÄNAV,whatevs
"('Supluse',)",tänav,TÄNAV,whatevs
"('Surnuaia',)",tänav,TÄNAV,whatevs
"('Suru',)",tänav,TÄNAV,whatevs
"('Sutiku',)",tänav,TÄNAV,whatevs
"('Suur',)",tänav,TÄNAV,whatevs
"('Suur-Aguli',)",tänav,TÄNAV,whatevs
"('Suur-Aia',)",tänav,TÄNAV,whatevs
"('Suur-Ameerika',)",tänav,TÄNAV,whatevs
"('Suurekivi',)",tänav,TÄNAV,whatevs
"('Suuresilla',)",tänav,TÄNAV,whatevs
"('Suurevälja',)",tänav,TÄNAV,whatevs
"('Suur-Jõe',)",tänav,TÄNAV,whatevs
"('Suur-Jõekalda',)",tänav,TÄNAV,whatevs
"('Suurjärve',)",tänav,TÄNAV,whatevs
"('Suur-Kaare',)",tänav,TÄNAV,whatevs
"('Suur-Karja',)",tänav,TÄNAV,whatevs
"('Suur-Karjamaa',)",tänav,TÄNAV,whatevs
"('Suur-Kloostri',)",tänav,TÄNAV,whatevs
"('Suur-Kompassi',)",tänav,TÄNAV,whatevs
"('Suur-Kubja',)",tänav,TÄNAV,whatevs
"('Suur-Kuke',)",tänav,TÄNAV,whatevs
"('Suurküla',)",tänav,TÄNAV,whatevs
"('Suur-Laagri',)",tänav,TÄNAV,whatevs
"('Suur-Liiva',)",tänav,TÄNAV,whatevs
"('Suur-Lootsi',)",tänav,TÄNAV,whatevs
"('Suur-Lossi',)",tänav,TÄNAV,whatevs
"('Suur-Mere',)",tänav,TÄNAV,whatevs
"('Suur-Männiku',)",tänav,TÄNAV,whatevs
"('Suur-Paala',)",tänav,TÄNAV,whatevs
"('Suur-Patarei',)",tänav,TÄNAV,whatevs
"('Suur-Peetri',)",tänav,TÄNAV,whatevs
"('Suur-Posti',)",tänav,TÄNAV,whatevs
"('Suur-Puiestee',)",tänav,TÄNAV,whatevs
"('Suur-Põllu',)",tänav,TÄNAV,whatevs
"('Suur-Sadama',)",tänav,TÄNAV,whatevs
"('Suur-Sepa',)",tänav,TÄNAV,whatevs
"('Suur-Sõjamäe',)",tänav,TÄNAV,whatevs
"('Suur-Tooma',)",tänav,TÄNAV,whatevs
"('Suur-Toome',)",tänav,TÄNAV,whatevs
"('Suurtüki',)",tänav,TÄNAV,whatevs
"('Suur-Veski',)",tänav,TÄNAV,whatevs
"('Suusa',)",tänav,TÄNAV,whatevs
"('Suve',)",tänav,TÄNAV,whatevs
"('Suveaia',)",tänav,TÄNAV,whatevs
"('Suvila',)",tänav,TÄNAV,whatevs
"('Suvituse',)",tänav,TÄNAV,whatevs
"('Aleksandr', 'Suvorovi')",tänav,TÄNAV,whatevs
"('Suvorovi',)",tänav,TÄNAV,whatevs
"('?G', 'Suvorovi')",tänav,TÄNAV,whatevs
"('Sõba',)",tänav,TÄNAV,whatevs
"('Sõbra',)",tänav,TÄNAV,whatevs
"('Sõja',)",tänav,TÄNAV,whatevs
"('Sõjakooli',)",tänav,TÄNAV,whatevs
"('Sõle',)",tänav,TÄNAV,whatevs
"('Sõlme',)",tänav,TÄNAV,whatevs
"('Sõmera',)",tänav,TÄNAV,whatevs
"('Sõnajala',)",tänav,TÄNAV,whatevs
"('Sõstra',)",tänav,TÄNAV,whatevs
"('Sõstramäe',)",tänav,TÄNAV,whatevs
"('Sõtke',)",tänav,TÄNAV,whatevs
"('Sõõri',)",tänav,TÄNAV,whatevs
"('Sõõru',)",tänav,TÄNAV,whatevs
"('Taara',)",tänav,TÄNAV,whatevs
"('Taarikivi',)",tänav,TÄNAV,whatevs
"('Taaveti',)",tänav,TÄNAV,whatevs
"('Taela',)",tänav,TÄNAV,whatevs
"('Taevakivi',)",tänav,TÄNAV,whatevs
"('Taevasina',)",tänav,TÄNAV,whatevs
"('Taevastiiva',)",tänav,TÄNAV,whatevs
"('Tagajärve',)",tänav,TÄNAV,whatevs
"('Tagala',)",tänav,TÄNAV,whatevs
"('Taganõmme',)",tänav,TÄNAV,whatevs
"('Taime',)",tänav,TÄNAV,whatevs
"('Taimla',)",tänav,TÄNAV,whatevs
"('Tala',)",tänav,TÄNAV,whatevs
"('Tali',)",tänav,TÄNAV,whatevs
"('Talli',)",tänav,TÄNAV,whatevs
"('Tallinna',)",tänav,TÄNAV,whatevs
"('Talu',)",tänav,TÄNAV,whatevs
"('Taludevahe',)",tänav,TÄNAV,whatevs
"('Talutare',)",tänav,TÄNAV,whatevs
"('Talve',)",tänav,TÄNAV,whatevs
"('Talviku',)",tänav,TÄNAV,whatevs
"('Tambeti',)",tänav,TÄNAV,whatevs
"('Tamme',)",tänav,TÄNAV,whatevs
"('Tammekuru',)",tänav,TÄNAV,whatevs
"('Tammekännu',)",tänav,TÄNAV,whatevs
"('Tammela',)",tänav,TÄNAV,whatevs
"('Tammelehe',)",tänav,TÄNAV,whatevs
"('Tammemäe',)",tänav,TÄNAV,whatevs
"('Tammeoksa',)",tänav,TÄNAV,whatevs
"('Tammepargi',)",tänav,TÄNAV,whatevs
"('Tammepärja',)",tänav,TÄNAV,whatevs
"('Tammesalu',)",tänav,TÄNAV,whatevs
"('Tammetõru',)",tänav,TÄNAV,whatevs
